ckpt,step,slice_idx,timepoint,psnr_clip3
V7.best,160000,129,D4,55.277823253381825
V7.best,160000,130,D4,49.134614638222686
V7.best,160000,131,D4,46.52026147524059
V7.best,160000,132,D4,58.12512770722317
V7.best,160000,133,D4,42.21929012118119
V7.best,160000,134,D4,49.6145545670625
V7.best,160000,135,D4,42.48019141821473
V7.best,160000,128,NORMAL,52.76967054367253
V7.best,160000,129,NORMAL,57.41561753170322
V7.best,160000,130,NORMAL,52.0908221057914
V7.best,160000,131,NORMAL,49.219411798647826
V7.best,160000,132,NORMAL,59.87870828588824
V7.best,160000,133,NORMAL,42.622044851193365
V7.best,160000,134,NORMAL,53.86068694105856
V7.best,160000,135,NORMAL,42.75399468901114
V7.best,160000,136,D20,47.01984242590166
V7.best,160000,137,D20,44.66083651267937
V7.best,160000,138,D20,39.31812367766609
V7.best,160000,139,D20,49.77681695077467
V7.best,160000,140,D20,45.693802143968085
V7.best,160000,141,D20,50.145703714907114
V7.best,160000,142,D20,53.35659200573072
V7.best,160000,143,D20,52.09043090605152
V7.best,160000,136,D10,49.1345991041115
V7.best,160000,137,D10,47.038791001233974
V7.best,160000,138,D10,40.15054576132334
V7.best,160000,139,D10,52.84903072121952
V7.best,160000,140,D10,48.97306883233891
V7.best,160000,141,D10,52.34664992012925
V7.best,160000,142,D10,54.92054167643748
V7.best,160000,143,D10,54.990234639905566
V7.best,160000,136,D4,52.29128465762584
V7.best,160000,137,D4,48.61861328650873
V7.best,160000,138,D4,41.2286863236113
V7.best,160000,139,D4,55.45851883235525
V7.best,160000,140,D4,51.6490740255166
V7.best,160000,141,D4,53.53909371673231
V7.best,160000,142,D4,57.838910792937924
V7.best,160000,143,D4,56.891275152716545
V7.best,160000,136,NORMAL,55.1668502361281
V7.best,160000,137,NORMAL,50.273247967954916
V7.best,160000,138,NORMAL,42.04637129680141
V7.best,160000,139,NORMAL,57.363566734589355
V7.best,160000,140,NORMAL,53.87277922862742
V7.best,160000,141,NORMAL,54.09463334404634
V7.best,160000,142,NORMAL,59.47973812563404
V7.best,160000,143,NORMAL,58.97921682779628
V7.best,160000,144,D20,45.49600148527962
V7.best,160000,145,D20,49.70722885411213
V7.best,160000,146,D20,72.06678323784207
V7.best,160000,147,D20,43.874205306542706
V7.best,160000,148,D20,51.98118998491587
V7.best,160000,149,D20,44.84322507451658
V7.best,160000,150,D20,43.02301105331581
V7.best,160000,151,D20,50.35165450246963
V7.best,160000,144,D10,47.64242581302342
V7.best,160000,145,D10,51.88914712747264
V7.best,160000,146,D10,69.83028834108754
V7.best,160000,147,D10,46.192675393001124
V7.best,160000,148,D10,53.73081900663746
V7.best,160000,149,D10,47.39664451865893
V7.best,160000,150,D10,45.22077727209995
V7.best,160000,151,D10,52.99887746184935
V7.best,160000,144,D4,49.49126233108443
V7.best,160000,145,D4,54.319188199702126
V7.best,160000,146,D4,68.70241052749485
V7.best,160000,147,D4,49.1544064349917
V7.best,160000,148,D4,56.23564189765105
V7.best,160000,149,D4,51.2866994527937
V7.best,160000,150,D4,48.13704042942619
V7.best,160000,151,D4,55.25854283732379
V7.best,160000,144,NORMAL,50.9864187209525
V7.best,160000,145,NORMAL,56.014756896263705
V7.best,160000,146,NORMAL,68.16431200146144
V7.best,160000,147,NORMAL,51.71931434620383
V7.best,160000,148,NORMAL,57.52287068439479
V7.best,160000,149,NORMAL,54.821771526512734
V7.best,160000,150,NORMAL,50.51639432135575
V7.best,160000,151,NORMAL,57.427898060993044
V7.best,160000,152,D20,48.54479546375747
V7.best,160000,153,D20,49.91131385408575
V7.best,160000,154,D20,48.41710669111539
V7.best,160000,155,D20,72.06678323784207
V7.best,160000,156,D20,50.62317617691825
V7.best,160000,157,D20,45.88289085368032
V7.best,160000,158,D20,48.3728425168091
V7.best,160000,159,D20,41.19794959957963
V7.best,160000,152,D10,51.450239783663164
V7.best,160000,153,D10,52.38020979161058
V7.best,160000,154,D10,50.37687519216922
V7.best,160000,155,D10,72.06678323784207
V7.best,160000,156,D10,52.9260065531206
V7.best,160000,157,D10,47.51375588400988
V7.best,160000,158,D10,50.81294734764579
V7.best,160000,159,D10,43.60033197732892
V7.best,160000,152,D4,53.702661637371975
V7.best,160000,153,D4,54.92299220652866
V7.best,160000,154,D4,52.15538196215337
V7.best,160000,155,D4,72.06678323784207
V7.best,160000,156,D4,55.157636826551126
V7.best,160000,157,D4,48.56318344397832
V7.best,160000,158,D4,53.665560813002315
V7.best,160000,159,D4,46.675987011636025
V7.best,160000,152,NORMAL,55.992115952557086
V7.best,160000,153,NORMAL,57.27185430131668
V7.best,160000,154,NORMAL,53.19952080236173
V7.best,160000,155,NORMAL,72.06705121785667
